userId	geneSymbol	geneName	entrezgene	gLink
CG13559	CG13559	NA	37720	https://www.ncbi.nlm.nih.gov/gene/?term=37720
CR43794	CR43794	NA	14462629	https://www.ncbi.nlm.nih.gov/gene/?term=14462629
bw	bw	brown	37724	https://www.ncbi.nlm.nih.gov/gene/?term=37724
ppk3	ppk3	pickpocket 3	246504	https://www.ncbi.nlm.nih.gov/gene/?term=246504
Gr59e	Gr59e	Gustatory receptor 59e	37725	https://www.ncbi.nlm.nih.gov/gene/?term=37725
Gr59f	Gr59f	Gustatory receptor 59f	37726	https://www.ncbi.nlm.nih.gov/gene/?term=37726
CG43209	CG43209	NA	12797860	https://www.ncbi.nlm.nih.gov/gene/?term=12797860
CR45153	CR45153	NA	19836105	https://www.ncbi.nlm.nih.gov/gene/?term=19836105
Pde8	Pde8	Phosphodiesterase 8	37741	https://www.ncbi.nlm.nih.gov/gene/?term=37741
St3	St3	Sulfotransferase 3	37743	https://www.ncbi.nlm.nih.gov/gene/?term=37743
CR45326	CR45326	NA	19835547	https://www.ncbi.nlm.nih.gov/gene/?term=19835547
CG18128	CG18128	NA	37756	https://www.ncbi.nlm.nih.gov/gene/?term=37756
CR45325	CR45325	NA	19835513	https://www.ncbi.nlm.nih.gov/gene/?term=19835513
CG13560	CG13560	NA	37758	https://www.ncbi.nlm.nih.gov/gene/?term=37758
CG11300	CG11300	NA	37760	https://www.ncbi.nlm.nih.gov/gene/?term=37760
CG15800	CG15800	NA	37763	https://www.ncbi.nlm.nih.gov/gene/?term=37763
CG30177	CG30177	NA	246500	https://www.ncbi.nlm.nih.gov/gene/?term=246500
CG4797	CG4797	NA	37770	https://www.ncbi.nlm.nih.gov/gene/?term=37770
CR44807	CR44807	NA	19835976	https://www.ncbi.nlm.nih.gov/gene/?term=19835976
CG4763	CG4763	NA	37771	https://www.ncbi.nlm.nih.gov/gene/?term=37771
bgcn	bgcn	benign gonial cell neoplasm	47873	https://www.ncbi.nlm.nih.gov/gene/?term=47873
TM4SF	TM4SF	Transmembrane 4 superfamily	37786	https://www.ncbi.nlm.nih.gov/gene/?term=37786
PHDP	PHDP	Putative homeodomain protein	37788	https://www.ncbi.nlm.nih.gov/gene/?term=37788
CG2812	CG2812	NA	37801	https://www.ncbi.nlm.nih.gov/gene/?term=37801
Galphas	Galphas	G protein alpha s subunit	37805	https://www.ncbi.nlm.nih.gov/gene/?term=37805
fzr2	fzr2	fizzy-related 2	37808	https://www.ncbi.nlm.nih.gov/gene/?term=37808
CG13566	CG13566	NA	37813	https://www.ncbi.nlm.nih.gov/gene/?term=37813
Fmo-1	Fmo-1	Flavin-containing monooxygenase 1	37814	https://www.ncbi.nlm.nih.gov/gene/?term=37814
CG30178	CG30178	NA	246501	https://www.ncbi.nlm.nih.gov/gene/?term=246501
Pask	Pask	PAS kinase	37824	https://www.ncbi.nlm.nih.gov/gene/?term=37824
CG4324	CG4324	NA	37830	https://www.ncbi.nlm.nih.gov/gene/?term=37830
CG3121	CG3121	NA	37831	https://www.ncbi.nlm.nih.gov/gene/?term=37831
sei	sei	seizure	37843	https://www.ncbi.nlm.nih.gov/gene/?term=37843
ppk29	ppk29	pickpocket 29	37844	https://www.ncbi.nlm.nih.gov/gene/?term=37844
CG13563	CG13563	NA	37845	https://www.ncbi.nlm.nih.gov/gene/?term=37845
CR44814	CR44814	NA	19835437	https://www.ncbi.nlm.nih.gov/gene/?term=19835437
CG10339	CG10339	NA	37854	https://www.ncbi.nlm.nih.gov/gene/?term=37854
CG13564	CG13564	NA	37855	https://www.ncbi.nlm.nih.gov/gene/?term=37855
CG16786	CG16786	NA	37856	https://www.ncbi.nlm.nih.gov/gene/?term=37856
CG3253	CG3253	NA	37861	https://www.ncbi.nlm.nih.gov/gene/?term=37861
CG3257	CG3257	NA	37862	https://www.ncbi.nlm.nih.gov/gene/?term=37862
CG3328	CG3328	NA	37871	https://www.ncbi.nlm.nih.gov/gene/?term=37871
CG11406	CG11406	NA	37877	https://www.ncbi.nlm.nih.gov/gene/?term=37877
CG30419	CG30419	NA	37879	https://www.ncbi.nlm.nih.gov/gene/?term=37879
CR44827	CR44827	NA	19834807	https://www.ncbi.nlm.nih.gov/gene/?term=19834807
nord	nord	nord	37882	https://www.ncbi.nlm.nih.gov/gene/?term=37882
Ir60a	Ir60a	Ionotropic receptor 60a	37881	https://www.ncbi.nlm.nih.gov/gene/?term=37881
snoRNA:Me18S-A1597	snoRNA:Me18S-A1597	NA	5740670	https://www.ncbi.nlm.nih.gov/gene/?term=5740670
CG13575	CG13575	NA	37883	https://www.ncbi.nlm.nih.gov/gene/?term=37883
CG13577	CG13577	NA	37885	https://www.ncbi.nlm.nih.gov/gene/?term=37885
nvy	nvy	nervy	37886	https://www.ncbi.nlm.nih.gov/gene/?term=37886
CR44810	CR44810	NA	19836248	https://www.ncbi.nlm.nih.gov/gene/?term=19836248
CR44811	CR44811	NA	19835734	https://www.ncbi.nlm.nih.gov/gene/?term=19835734
CG13578	CG13578	NA	37891	https://www.ncbi.nlm.nih.gov/gene/?term=37891
mAChR-A	mAChR-A	muscarinic Acetylcholine Receptor, A-type	37892	https://www.ncbi.nlm.nih.gov/gene/?term=37892
CR44813	CR44813	NA	19834874	https://www.ncbi.nlm.nih.gov/gene/?term=19834874
SerT	SerT	Serotonin transporter	37895	https://www.ncbi.nlm.nih.gov/gene/?term=37895
prom	prom	prominin	246493	https://www.ncbi.nlm.nih.gov/gene/?term=246493
CG42383	CG42383	NA	37897	https://www.ncbi.nlm.nih.gov/gene/?term=37897
CG15873	CG15873	NA	37898	https://www.ncbi.nlm.nih.gov/gene/?term=37898
Pgam5-2	Pgam5-2	Phosphoglycerate mutase 5-2	37899	https://www.ncbi.nlm.nih.gov/gene/?term=37899
CG3483	CG3483	NA	37900	https://www.ncbi.nlm.nih.gov/gene/?term=37900
CG4563	CG4563	NA	37901	https://www.ncbi.nlm.nih.gov/gene/?term=37901
CG13579	CG13579	NA	37905	https://www.ncbi.nlm.nih.gov/gene/?term=37905
CG3492	CG3492	NA	37902	https://www.ncbi.nlm.nih.gov/gene/?term=37902
CG16837	CG16837	NA	37904	https://www.ncbi.nlm.nih.gov/gene/?term=37904
CG13589	CG13589	NA	37906	https://www.ncbi.nlm.nih.gov/gene/?term=37906
CG13590	CG13590	NA	37907	https://www.ncbi.nlm.nih.gov/gene/?term=37907
Crtp	Crtp	Caldesmon-related protein	44276	https://www.ncbi.nlm.nih.gov/gene/?term=44276
Yu	Yu	NA	10178789	https://www.ncbi.nlm.nih.gov/gene/?term=10178789
Ssl	Ssl	Suppressor of Stellate-like	37909	https://www.ncbi.nlm.nih.gov/gene/?term=37909
Prosalpha4T2	Prosalpha4T2	Proteasome alpha4 subunit, Testis-specific 2	37910	https://www.ncbi.nlm.nih.gov/gene/?term=37910
CG13581	CG13581	NA	37911	https://www.ncbi.nlm.nih.gov/gene/?term=37911
Ir60b	Ir60b	Ionotropic receptor 60b	7354400	https://www.ncbi.nlm.nih.gov/gene/?term=7354400
Ir60d	Ir60d	Ionotropic receptor 60d	7354402	https://www.ncbi.nlm.nih.gov/gene/?term=7354402
Ir60e	Ir60e	Ionotropic receptor 60e	37917	https://www.ncbi.nlm.nih.gov/gene/?term=37917
CG4681	CG4681	NA	37928	https://www.ncbi.nlm.nih.gov/gene/?term=37928
pio	pio	piopio	37929	https://www.ncbi.nlm.nih.gov/gene/?term=37929
CG13587	CG13587	NA	37930	https://www.ncbi.nlm.nih.gov/gene/?term=37930
CG3565	CG3565	NA	37933	https://www.ncbi.nlm.nih.gov/gene/?term=37933
CG4741	CG4741	NA	37939	https://www.ncbi.nlm.nih.gov/gene/?term=37939
CG13594	CG13594	NA	37940	https://www.ncbi.nlm.nih.gov/gene/?term=37940
CR43787	CR43787	NA	14462633	https://www.ncbi.nlm.nih.gov/gene/?term=14462633
CG3640	CG3640	NA	37942	https://www.ncbi.nlm.nih.gov/gene/?term=37942
Cpr60D	Cpr60D	Cuticular protein 60D	246492	https://www.ncbi.nlm.nih.gov/gene/?term=246492
Mmp1	Mmp1	Matrix metalloproteinase 1	37949	https://www.ncbi.nlm.nih.gov/gene/?term=37949
ST6Gal	ST6Gal	Sialyltransferase	37950	https://www.ncbi.nlm.nih.gov/gene/?term=37950
Mid1	Mid1	Mid1	37953	https://www.ncbi.nlm.nih.gov/gene/?term=37953
spz6	spz6	spatzle 6	37956	https://www.ncbi.nlm.nih.gov/gene/?term=37956
CG3880	CG3880	NA	37957	https://www.ncbi.nlm.nih.gov/gene/?term=37957
CR44067	CR44067	NA	14462634	https://www.ncbi.nlm.nih.gov/gene/?term=14462634
CR43257	CR43257	NA	12797864	https://www.ncbi.nlm.nih.gov/gene/?term=12797864
Dll	Dll	Distal-less	37973	https://www.ncbi.nlm.nih.gov/gene/?term=37973
CG3650	CG3650	NA	37974	https://www.ncbi.nlm.nih.gov/gene/?term=37974
CR44829	CR44829	NA	19835133	https://www.ncbi.nlm.nih.gov/gene/?term=19835133
CR43466	CR43466	NA	12797865	https://www.ncbi.nlm.nih.gov/gene/?term=12797865
NaCP60E	NaCP60E	Na channel protein 60E	37981	https://www.ncbi.nlm.nih.gov/gene/?term=37981
Tpc2	Tpc2	Thiamine pyrophosphate carrier protein 2	37983	https://www.ncbi.nlm.nih.gov/gene/?term=37983
CG30427	CG30427	NA	37986	https://www.ncbi.nlm.nih.gov/gene/?term=37986
CG15861	CG15861	NA	37990	https://www.ncbi.nlm.nih.gov/gene/?term=37990
CG12851	CG12851	NA	37993	https://www.ncbi.nlm.nih.gov/gene/?term=37993
CR44830	CR44830	NA	19835696	https://www.ncbi.nlm.nih.gov/gene/?term=19835696
CG30424	CG30424	NA	246606	https://www.ncbi.nlm.nih.gov/gene/?term=246606
Nplp1	Nplp1	Neuropeptide-like precursor 1	38003	https://www.ncbi.nlm.nih.gov/gene/?term=38003
gsb-n	gsb-n	gooseberry-neuro	38004	https://www.ncbi.nlm.nih.gov/gene/?term=38004
gsb	gsb	gooseberry	38005	https://www.ncbi.nlm.nih.gov/gene/?term=38005
gol	gol	goliath	38006	https://www.ncbi.nlm.nih.gov/gene/?term=38006
lov	lov	jim lovell	38007	https://www.ncbi.nlm.nih.gov/gene/?term=38007
CG34038	CG34038	NA	3885596	https://www.ncbi.nlm.nih.gov/gene/?term=3885596
Sfp60F	Sfp60F	Seminal fluid protein 60F	8673980	https://www.ncbi.nlm.nih.gov/gene/?term=8673980
Kr	Kr	Kruppel	38012	https://www.ncbi.nlm.nih.gov/gene/?term=38012
CG30429	CG30429	NA	246609	https://www.ncbi.nlm.nih.gov/gene/?term=246609
CG33680	CG33680	NA	3771724	https://www.ncbi.nlm.nih.gov/gene/?term=3771724
CG30428	CG30428	NA	246608	https://www.ncbi.nlm.nih.gov/gene/?term=246608
Lsp1gamma	Lsp1gamma	Larval serum protein 1 gamma	38015	https://www.ncbi.nlm.nih.gov/gene/?term=38015
CR44510	CR44510	NA	19835532	https://www.ncbi.nlm.nih.gov/gene/?term=19835532
CR43988	CR43988	NA	14462822	https://www.ncbi.nlm.nih.gov/gene/?term=14462822
CG13405	CG13405	NA	38016	https://www.ncbi.nlm.nih.gov/gene/?term=38016
CR45401	CR45401	NA	19834790	https://www.ncbi.nlm.nih.gov/gene/?term=19834790
CR45400	CR45400	NA	19835792	https://www.ncbi.nlm.nih.gov/gene/?term=19835792
CG6845	CG6845	NA	38019	https://www.ncbi.nlm.nih.gov/gene/?term=38019
Dic61B	Dic61B	Dynein intermediate chain at 61B	38020	https://www.ncbi.nlm.nih.gov/gene/?term=38020
CR43151	CR43151	NA	19835373	https://www.ncbi.nlm.nih.gov/gene/?term=19835373
Vdup1	Vdup1	Vitamin D[[3]] up-regulated protein 1	38023	https://www.ncbi.nlm.nih.gov/gene/?term=38023
CG13875	CG13875	NA	38024	https://www.ncbi.nlm.nih.gov/gene/?term=38024
pyx	pyx	pyrexia	38037	https://www.ncbi.nlm.nih.gov/gene/?term=38037
CG34263	CG34263	NA	5740488	https://www.ncbi.nlm.nih.gov/gene/?term=5740488
CG32845	CG32845	NA	318243	https://www.ncbi.nlm.nih.gov/gene/?term=318243
ttm2	ttm2	tiny tim 2	38049	https://www.ncbi.nlm.nih.gov/gene/?term=38049
mthl9	mthl9	methuselah-like 9	38056	https://www.ncbi.nlm.nih.gov/gene/?term=38056
mth	mth	methuselah	38058	https://www.ncbi.nlm.nih.gov/gene/?term=38058
CG1231	CG1231	NA	38060	https://www.ncbi.nlm.nih.gov/gene/?term=38060
Roc1b	Roc1b	Regulator of cullins 1b	53445	https://www.ncbi.nlm.nih.gov/gene/?term=53445
CG13884	CG13884	NA	38064	https://www.ncbi.nlm.nih.gov/gene/?term=38064
trh	trh	trachealess	38065	https://www.ncbi.nlm.nih.gov/gene/?term=38065
CR45118	CR45118	NA	19836021	https://www.ncbi.nlm.nih.gov/gene/?term=19836021
CR45117	CR45117	NA	19834924	https://www.ncbi.nlm.nih.gov/gene/?term=19834924
Kah	Kah	Kahuli	38072	https://www.ncbi.nlm.nih.gov/gene/?term=38072
CG43337	CG43337	NA	12798544	https://www.ncbi.nlm.nih.gov/gene/?term=12798544
CR43334	CR43334	NA	12798545	https://www.ncbi.nlm.nih.gov/gene/?term=12798545
CG32483	CG32483	NA	318050	https://www.ncbi.nlm.nih.gov/gene/?term=318050
CG13894	CG13894	NA	38086	https://www.ncbi.nlm.nih.gov/gene/?term=38086
CR44514	CR44514	NA	19834856	https://www.ncbi.nlm.nih.gov/gene/?term=19834856
CG13898	CG13898	NA	38092	https://www.ncbi.nlm.nih.gov/gene/?term=38092
snoRNA:Me28S-C788b	snoRNA:Me28S-C788b	NA	5740268	https://www.ncbi.nlm.nih.gov/gene/?term=5740268
Gr61a	Gr61a	Gustatory receptor 61a	38098	https://www.ncbi.nlm.nih.gov/gene/?term=38098
dpr20	dpr20	defective proboscis extension response 20	38101	https://www.ncbi.nlm.nih.gov/gene/?term=38101
CG12502	CG12502	NA	38102	https://www.ncbi.nlm.nih.gov/gene/?term=38102
CG34056	CG34056	NA	38106	https://www.ncbi.nlm.nih.gov/gene/?term=38106
nerfin-1	nerfin-1	nervous fingers 1	44786	https://www.ncbi.nlm.nih.gov/gene/?term=44786
CG12038	CG12038	NA	2768997	https://www.ncbi.nlm.nih.gov/gene/?term=2768997
bab1	bab1	bric a brac 1	38116	https://www.ncbi.nlm.nih.gov/gene/?term=38116
CG13912	CG13912	NA	38120	https://www.ncbi.nlm.nih.gov/gene/?term=38120
Aplip1	Aplip1	APP-like protein interacting protein 1	53472	https://www.ncbi.nlm.nih.gov/gene/?term=53472
mwh	mwh	multiple wing hairs	38131	https://www.ncbi.nlm.nih.gov/gene/?term=38131
CG32335	CG32335	NA	261663	https://www.ncbi.nlm.nih.gov/gene/?term=261663
LysB	LysB	Lysozyme B	38125	https://www.ncbi.nlm.nih.gov/gene/?term=38125
LysD	LysD	Lysozyme D	38127	https://www.ncbi.nlm.nih.gov/gene/?term=38127
CG33965	CG33965	NA	3885668	https://www.ncbi.nlm.nih.gov/gene/?term=3885668
CG33966	CG33966	NA	3885642	https://www.ncbi.nlm.nih.gov/gene/?term=3885642
CG9194	CG9194	NA	38133	https://www.ncbi.nlm.nih.gov/gene/?term=38133
CG9192	CG9192	NA	38134	https://www.ncbi.nlm.nih.gov/gene/?term=38134
CG9129	CG9129	NA	38138	https://www.ncbi.nlm.nih.gov/gene/?term=38138
CG32333	CG32333	NA	38142	https://www.ncbi.nlm.nih.gov/gene/?term=38142
CR45166	CR45166	NA	19834774	https://www.ncbi.nlm.nih.gov/gene/?term=19834774
ru	ru	roughoid	44856	https://www.ncbi.nlm.nih.gov/gene/?term=44856
CG32320	CG32320	NA	317977	https://www.ncbi.nlm.nih.gov/gene/?term=317977
CG9168	CG9168	NA	38163	https://www.ncbi.nlm.nih.gov/gene/?term=38163
FucTD	FucTD	FucTD	38164	https://www.ncbi.nlm.nih.gov/gene/?term=38164
CG9173	CG9173	NA	38165	https://www.ncbi.nlm.nih.gov/gene/?term=38165
SA-2	SA-2	Stromalin-2	38167	https://www.ncbi.nlm.nih.gov/gene/?term=38167
CR44842	CR44842	NA	19835324	https://www.ncbi.nlm.nih.gov/gene/?term=19835324
robl62A	robl62A	robl62A	38170	https://www.ncbi.nlm.nih.gov/gene/?term=38170
CG32313	CG32313	NA	317973	https://www.ncbi.nlm.nih.gov/gene/?term=317973
CG12003	CG12003	NA	38183	https://www.ncbi.nlm.nih.gov/gene/?term=38183
GC	GC	gamma-glutamyl carboxylase	38194	https://www.ncbi.nlm.nih.gov/gene/?term=38194
CG13920	CG13920	NA	38203	https://www.ncbi.nlm.nih.gov/gene/?term=38203
RabX5	RabX5	RabX5	38209	https://www.ncbi.nlm.nih.gov/gene/?term=38209
CG13930	CG13930	NA	38210	https://www.ncbi.nlm.nih.gov/gene/?term=38210
CG7991	CG7991	NA	38214	https://www.ncbi.nlm.nih.gov/gene/?term=38214
CG13931	CG13931	NA	38212	https://www.ncbi.nlm.nih.gov/gene/?term=38212
CG12035	CG12035	NA	38217	https://www.ncbi.nlm.nih.gov/gene/?term=38217
Oseg4	Oseg4	Outer segment 4	38219	https://www.ncbi.nlm.nih.gov/gene/?term=38219
Dhc62B	Dhc62B	Dynein heavy chain at 62B	38226	https://www.ncbi.nlm.nih.gov/gene/?term=38226
CR44351	CR44351	NA	19835996	https://www.ncbi.nlm.nih.gov/gene/?term=19835996
CR45686	CR45686	NA	19835683	https://www.ncbi.nlm.nih.gov/gene/?term=19835683
Cpr62Ba	Cpr62Ba	Cuticular protein 62Ba	38239	https://www.ncbi.nlm.nih.gov/gene/?term=38239
Cpr62Bb	Cpr62Bb	Cuticular protein 62Bb	38240	https://www.ncbi.nlm.nih.gov/gene/?term=38240
CG13924	CG13924	NA	38247	https://www.ncbi.nlm.nih.gov/gene/?term=38247
CG13937	CG13937	NA	38249	https://www.ncbi.nlm.nih.gov/gene/?term=38249
Dbx	Dbx	Dbx	38254	https://www.ncbi.nlm.nih.gov/gene/?term=38254
CG5687	CG5687	NA	38255	https://www.ncbi.nlm.nih.gov/gene/?term=38255
CR44536	CR44536	NA	19835813	https://www.ncbi.nlm.nih.gov/gene/?term=19835813
CG11815	CG11815	NA	38263	https://www.ncbi.nlm.nih.gov/gene/?term=38263
CG1139	CG1139	NA	38264	https://www.ncbi.nlm.nih.gov/gene/?term=38264
CG42841	CG42841	NA	10178933	https://www.ncbi.nlm.nih.gov/gene/?term=10178933
CR44535	CR44535	NA	19834990	https://www.ncbi.nlm.nih.gov/gene/?term=19834990
CG42357	CG42357	NA	7354373	https://www.ncbi.nlm.nih.gov/gene/?term=7354373
CG42356	CG42356	NA	7354374	https://www.ncbi.nlm.nih.gov/gene/?term=7354374
CG34259	CG34259	NA	5740507	https://www.ncbi.nlm.nih.gov/gene/?term=5740507
CR42860	CR42860	NA	10178962	https://www.ncbi.nlm.nih.gov/gene/?term=10178962
CG15822	CG15822	NA	38273	https://www.ncbi.nlm.nih.gov/gene/?term=38273
CG13810	CG13810	NA	38278	https://www.ncbi.nlm.nih.gov/gene/?term=38278
CG8960	CG8960	NA	38280	https://www.ncbi.nlm.nih.gov/gene/?term=38280
CG15878	CG15878	NA	38281	https://www.ncbi.nlm.nih.gov/gene/?term=38281
Oseg2	Oseg2	Outer segment 2	38282	https://www.ncbi.nlm.nih.gov/gene/?term=38282
ACXD	ACXD	ACXD	38284	https://www.ncbi.nlm.nih.gov/gene/?term=38284
CG32301	CG32301	NA	38285	https://www.ncbi.nlm.nih.gov/gene/?term=38285
CG32305	CG32305	NA	317967	https://www.ncbi.nlm.nih.gov/gene/?term=317967
CG13806	CG13806	NA	38292	https://www.ncbi.nlm.nih.gov/gene/?term=38292
CG32302	CG32302	NA	38293	https://www.ncbi.nlm.nih.gov/gene/?term=38293
MsR2	MsR2	Myosuppressin receptor 2	38296	https://www.ncbi.nlm.nih.gov/gene/?term=38296
CR45427	CR45427	NA	19834841	https://www.ncbi.nlm.nih.gov/gene/?term=19834841
CR45426	CR45426	NA	19835472	https://www.ncbi.nlm.nih.gov/gene/?term=19835472
MsR1	MsR1	Myosuppressin receptor 1	38298	https://www.ncbi.nlm.nih.gov/gene/?term=38298
CG13801	CG13801	NA	38299	https://www.ncbi.nlm.nih.gov/gene/?term=38299
CG32295	CG32295	NA	317962	https://www.ncbi.nlm.nih.gov/gene/?term=317962
Pxn	Pxn	Peroxidasin	38326	https://www.ncbi.nlm.nih.gov/gene/?term=38326
CR45660	CR45660	NA	19834989	https://www.ncbi.nlm.nih.gov/gene/?term=19834989
CG14949	CG14949	NA	38328	https://www.ncbi.nlm.nih.gov/gene/?term=38328
CG1143	CG1143	NA	38329	https://www.ncbi.nlm.nih.gov/gene/?term=38329
Fife	Fife	fife	38337	https://www.ncbi.nlm.nih.gov/gene/?term=38337
CG33233	CG33233	NA	2769005	https://www.ncbi.nlm.nih.gov/gene/?term=2769005
CG33234	CG33234	NA	2769006	https://www.ncbi.nlm.nih.gov/gene/?term=2769006
CR44531	CR44531	NA	19835534	https://www.ncbi.nlm.nih.gov/gene/?term=19835534
spz5	spz5	spatzle 5	38350	https://www.ncbi.nlm.nih.gov/gene/?term=38350
CG9970	CG9970	NA	38351	https://www.ncbi.nlm.nih.gov/gene/?term=38351
CG32846	CG32846	NA	318244	https://www.ncbi.nlm.nih.gov/gene/?term=318244
CG34025	CG34025	NA	3885633	https://www.ncbi.nlm.nih.gov/gene/?term=3885633
Or63a	Or63a	Odorant receptor 63a	38354	https://www.ncbi.nlm.nih.gov/gene/?term=38354
CR44530	CR44530	NA	19836224	https://www.ncbi.nlm.nih.gov/gene/?term=19836224
CG2113	CG2113	NA	38356	https://www.ncbi.nlm.nih.gov/gene/?term=38356
FMRFaR	FMRFaR	FMRFamide Receptor	38357	https://www.ncbi.nlm.nih.gov/gene/?term=38357
CG32488	CG32488	NA	326220	https://www.ncbi.nlm.nih.gov/gene/?term=326220
aly	aly	always early	45960	https://www.ncbi.nlm.nih.gov/gene/?term=45960
CG1271	CG1271	NA	38364	https://www.ncbi.nlm.nih.gov/gene/?term=38364
Cht7	Cht7	Chitinase 7	38370	https://www.ncbi.nlm.nih.gov/gene/?term=38370
CG45067	CG45067	NA	38371	https://www.ncbi.nlm.nih.gov/gene/?term=38371
CG14964	CG14964	NA	38384	https://www.ncbi.nlm.nih.gov/gene/?term=38384
CG42525	CG42525	NA	8674097	https://www.ncbi.nlm.nih.gov/gene/?term=8674097
CG14958	CG14958	NA	38387	https://www.ncbi.nlm.nih.gov/gene/?term=38387
CG32271	CG32271	NA	38392	https://www.ncbi.nlm.nih.gov/gene/?term=38392
CG33159	CG33159	NA	318901	https://www.ncbi.nlm.nih.gov/gene/?term=318901
CG32277	CG32277	NA	38393	https://www.ncbi.nlm.nih.gov/gene/?term=38393
CG33160	CG33160	NA	326265	https://www.ncbi.nlm.nih.gov/gene/?term=326265
CG12078	CG12078	NA	38401	https://www.ncbi.nlm.nih.gov/gene/?term=38401
CG43389	CG43389	NA	12798574	https://www.ncbi.nlm.nih.gov/gene/?term=12798574
CR43626	CR43626	NA	12798575	https://www.ncbi.nlm.nih.gov/gene/?term=12798575
ckd	ckd	cracked	38402	https://www.ncbi.nlm.nih.gov/gene/?term=38402
CG14960	CG14960	NA	38403	https://www.ncbi.nlm.nih.gov/gene/?term=38403
CG12017	CG12017	NA	38404	https://www.ncbi.nlm.nih.gov/gene/?term=38404
CG12009	CG12009	NA	38405	https://www.ncbi.nlm.nih.gov/gene/?term=38405
CG14968	CG14968	NA	38406	https://www.ncbi.nlm.nih.gov/gene/?term=38406
Drsl2	Drsl2	Drosomycin-like 2	38408	https://www.ncbi.nlm.nih.gov/gene/?term=38408
Drsl1	Drsl1	Drosomycin-like 1	326207	https://www.ncbi.nlm.nih.gov/gene/?term=326207
Drsl6	Drsl6	Drosomycin-like 6	38416	https://www.ncbi.nlm.nih.gov/gene/?term=38416
mir-2282	mir-2282	mir-2282 stem loop	12798578	https://www.ncbi.nlm.nih.gov/gene/?term=12798578
CR45043	CR45043	NA	19835992	https://www.ncbi.nlm.nih.gov/gene/?term=19835992
CG10359	CG10359	NA	38434	https://www.ncbi.nlm.nih.gov/gene/?term=38434
CG10357	CG10357	NA	38435	https://www.ncbi.nlm.nih.gov/gene/?term=38435
CG14974	CG14974	NA	50167	https://www.ncbi.nlm.nih.gov/gene/?term=50167
dar1	dar1	dendritic arbor reduction 1	38436	https://www.ncbi.nlm.nih.gov/gene/?term=38436
CG10862	CG10862	NA	38437	https://www.ncbi.nlm.nih.gov/gene/?term=38437
CG43098	CG43098	NA	12798585	https://www.ncbi.nlm.nih.gov/gene/?term=12798585
CR43484	CR43484	NA	12798586	https://www.ncbi.nlm.nih.gov/gene/?term=12798586
CR43485	CR43485	NA	12798587	https://www.ncbi.nlm.nih.gov/gene/?term=12798587
CR45675	CR45675	NA	19835106	https://www.ncbi.nlm.nih.gov/gene/?term=19835106
CG43089	CG43089	NA	12798588	https://www.ncbi.nlm.nih.gov/gene/?term=12798588
ppk27	ppk27	pickpocket 27	38440	https://www.ncbi.nlm.nih.gov/gene/?term=38440
CG32263	CG32263	NA	317944	https://www.ncbi.nlm.nih.gov/gene/?term=317944
CR43932	CR43932	NA	14462827	https://www.ncbi.nlm.nih.gov/gene/?term=14462827
Acp63F	Acp63F	Accessory gland protein 63F	38448	https://www.ncbi.nlm.nih.gov/gene/?term=38448
Awh	Awh	Arrowhead	38451	https://www.ncbi.nlm.nih.gov/gene/?term=38451
CR43917	CR43917	NA	14462828	https://www.ncbi.nlm.nih.gov/gene/?term=14462828
Gr63a	Gr63a	Gustatory receptor 63a	38453	https://www.ncbi.nlm.nih.gov/gene/?term=38453
Eip63F-1	Eip63F-1	Ecdysone-induced protein 63F 1	47878	https://www.ncbi.nlm.nih.gov/gene/?term=47878
CG12766	CG12766	NA	38462	https://www.ncbi.nlm.nih.gov/gene/?term=38462
CG14982	CG14982	NA	38464	https://www.ncbi.nlm.nih.gov/gene/?term=38464
CG10853	CG10853	NA	38465	https://www.ncbi.nlm.nih.gov/gene/?term=38465
CG14983	CG14983	NA	38466	https://www.ncbi.nlm.nih.gov/gene/?term=38466
CG12605	CG12605	NA	38468	https://www.ncbi.nlm.nih.gov/gene/?term=38468
CG43915	CG43915	NA	14462830	https://www.ncbi.nlm.nih.gov/gene/?term=14462830
CR45042	CR45042	NA	19834798	https://www.ncbi.nlm.nih.gov/gene/?term=19834798
Gr64f	Gr64f	Gustatory receptor 64f	117477	https://www.ncbi.nlm.nih.gov/gene/?term=117477
CG1136	CG1136	NA	38479	https://www.ncbi.nlm.nih.gov/gene/?term=38479
Dpy-30L2	Dpy-30L2	Dpy-30-like 2	38480	https://www.ncbi.nlm.nih.gov/gene/?term=38480
CG18869	CG18869	NA	59217	https://www.ncbi.nlm.nih.gov/gene/?term=59217
dib	dib	disembodied	45282	https://www.ncbi.nlm.nih.gov/gene/?term=45282
CG32259	CG32259	NA	317942	https://www.ncbi.nlm.nih.gov/gene/?term=317942
CR45670	CR45670	NA	19835757	https://www.ncbi.nlm.nih.gov/gene/?term=19835757
CG32260	CG32260	NA	317943	https://www.ncbi.nlm.nih.gov/gene/?term=317943
nab	nab	nab	3346237	https://www.ncbi.nlm.nih.gov/gene/?term=3346237
CR44529	CR44529	NA	19836013	https://www.ncbi.nlm.nih.gov/gene/?term=19836013
Teh4	Teh4	tipE homolog 4	38501	https://www.ncbi.nlm.nih.gov/gene/?term=38501
tipE	tipE	temperature-induced paralytic E	38504	https://www.ncbi.nlm.nih.gov/gene/?term=38504
CG15005	CG15005	NA	38506	https://www.ncbi.nlm.nih.gov/gene/?term=38506
